# Model hyperparameter values by iteration
# iter              npts                   kernel.variance   kernel.lengthscale  kernel_1.lengthscale  kernel_2.lengthscale  kernel_3.lengthscale  kernel_4.lengthscale  kernel_5.lengthscale  kernel_6.lengthscale  kernel_7.lengthscale
  1.2300000000E+02  1.3300000000E+02       2.0459594884E+03  4.6064888108E+00  2.9572384495E+01  2.9205930029E+01  2.1449361134E+01  5.4214897765E+01  4.4659536458E+02  3.5120606481E+02  4.1742221716E+02
  1.2400000000E+02  1.3400000000E+02       2.0138291393E+03  4.6070226098E+00  2.9580229219E+01  2.9232839423E+01  2.1390443849E+01  5.3913469742E+01  4.4824023323E+02  3.5075263172E+02  4.1978652305E+02
  1.2500000000E+02  1.3500000000E+02       2.0116341255E+03  4.6177679025E+00  2.9710963076E+01  2.9407360022E+01  2.1546817346E+01  5.3699753437E+01  4.4954255230E+02  3.5473624705E+02  4.2113470750E+02
  1.2600000000E+02  1.3600000000E+02       1.9885185467E+03  4.6198077583E+00  2.9789397291E+01  2.9432607728E+01  2.1509410792E+01  5.3592242064E+01  4.5073745634E+02  3.5473605120E+02  4.2291613199E+02
  1.2700000000E+02  1.3700000000E+02       2.0153944604E+03  4.5691053860E+00  2.9683712803E+01  3.0217800968E+01  2.1853610587E+01  5.1373062123E+01  4.4888885691E+02  3.4648148281E+02  4.1994348778E+02
  1.2800000000E+02  1.3800000000E+02       2.0134880071E+03  4.5762373618E+00  2.9831522347E+01  3.0201491997E+01  2.1874488229E+01  5.1502797431E+01  4.5032768874E+02  3.4875086261E+02  4.2079143499E+02
  1.2900000000E+02  1.3900000000E+02       1.9648168500E+03  4.5589167088E+00  2.9960886490E+01  3.3394249276E+01  2.2604463411E+01  4.5597138480E+01  4.6103518947E+02  3.4515148299E+02  4.3173501561E+02
  1.3000000000E+02  1.4000000000E+02       1.9622393845E+03  4.5001996956E+00  2.9649944544E+01  3.2839389198E+01  2.2553573343E+01  4.5711470678E+01  4.5950901948E+02  3.4355002082E+02  4.2766360272E+02
  1.3100000000E+02  1.4100000000E+02       1.9477532616E+03  4.5205551690E+00  2.9850664176E+01  3.3515687847E+01  2.2657524465E+01  4.4866988341E+01  4.6391679869E+02  3.4498357214E+02  4.3298535224E+02
  1.3200000000E+02  1.4200000000E+02       1.9343396864E+03  4.5326413642E+00  2.9943388846E+01  3.4954952837E+01  2.3017923484E+01  4.3205220893E+01  4.6977291991E+02  3.4853531481E+02  4.3979503797E+02
  1.3300000000E+02  1.4300000000E+02       1.9324590116E+03  4.5356065792E+00  3.0040341048E+01  3.5498380298E+01  2.3164145170E+01  4.2219396066E+01  4.6952029750E+02  3.5136271437E+02  4.3582931813E+02
  1.3400000000E+02  1.4400000000E+02       1.9324579100E+03  4.5299296136E+00  3.0040193465E+01  3.5497720568E+01  2.3163838672E+01  4.2217157619E+01  4.6952033045E+02  3.5136227505E+02  4.3582922739E+02
  1.3500000000E+02  1.4500000000E+02       1.9041055707E+03  4.5015654162E+00  2.9708718417E+01  3.6144113331E+01  2.3307280642E+01  4.0950491501E+01  4.6842867436E+02  3.4606897615E+02  4.3110579255E+02
  1.3600000000E+02  1.4600000000E+02       1.9006081166E+03  4.5238824935E+00  2.9917105564E+01  3.6680101057E+01  2.3402886370E+01  4.0652493844E+01  4.7377780133E+02  3.4938957050E+02  4.3718080076E+02
  1.3700000000E+02  1.4700000000E+02       1.8808545562E+03  4.5299552045E+00  2.9973532897E+01  3.6746866826E+01  2.3376668585E+01  4.0500311471E+01  4.7503084431E+02  3.4986502766E+02  4.3754348018E+02
  1.3800000000E+02  1.4800000000E+02       1.8773668337E+03  4.5443824902E+00  3.0168849040E+01  3.7170721442E+01  2.3428205569E+01  4.0434070454E+01  4.7763759984E+02  3.5163965065E+02  4.4181595112E+02
  1.3900000000E+02  1.4900000000E+02       1.8689580673E+03  4.5449434669E+00  3.0278515467E+01  3.7208387671E+01  2.3331323303E+01  4.0854291387E+01  4.7888289345E+02  3.5016396973E+02  4.4278630670E+02
  1.4000000000E+02  1.5000000000E+02       1.8548246385E+03  4.5623005320E+00  3.0368706425E+01  3.7340548098E+01  2.3329686302E+01  4.0662459827E+01  4.8086861502E+02  3.5348321832E+02  4.4463063898E+02
  1.4100000000E+02  1.5100000000E+02       1.8440958009E+03  4.5735361943E+00  3.0412483768E+01  3.7514718931E+01  2.3385506290E+01  4.0439389871E+01  4.8187679765E+02  3.5399600176E+02  4.4848980630E+02
  1.4200000000E+02  1.5200000000E+02       1.8345630106E+03  4.5741821712E+00  3.0486494989E+01  3.7496849907E+01  2.3406490270E+01  4.0458707048E+01  4.8293987031E+02  3.5518972663E+02  4.4872151330E+02
  1.4300000000E+02  1.5300000000E+02       1.8311032077E+03  4.5880757450E+00  3.0675580420E+01  3.7974998713E+01  2.3570294404E+01  4.0125572940E+01  4.8552081173E+02  3.5869395753E+02  4.5282866303E+02
  1.4400000000E+02  1.5400000000E+02       1.8212175013E+03  4.6040682629E+00  3.0923514532E+01  3.8077898431E+01  2.3649416412E+01  3.9990781986E+01  4.9071177855E+02  3.5908422116E+02  4.5466156371E+02
  1.4500000000E+02  1.5500000000E+02       1.8211286407E+03  4.5889786820E+00  3.0945082293E+01  3.8298451129E+01  2.3712331341E+01  3.9788138975E+01  4.9068815732E+02  3.5906195168E+02  4.5467777185E+02
  1.4600000000E+02  1.5600000000E+02       1.7993372055E+03  4.5986602501E+00  3.1041676785E+01  3.8749911642E+01  2.3809273122E+01  3.9451605858E+01  4.9446327318E+02  3.6208478162E+02  4.5911179787E+02
  1.4700000000E+02  1.5700000000E+02       1.7962244001E+03  4.6261898591E+00  3.1321238194E+01  3.9053780187E+01  2.3872626792E+01  3.9318549159E+01  4.9769316721E+02  3.6799706068E+02  4.6173472906E+02
  1.4800000000E+02  1.5800000000E+02       1.7802455487E+03  4.6390215528E+00  3.1380238572E+01  3.9320167176E+01  2.3911805969E+01  3.9087986959E+01  5.0046328040E+02  3.6959038791E+02  4.6437635071E+02
  1.4900000000E+02  1.5900000000E+02       1.7757713699E+03  4.6386703051E+00  3.1992877777E+01  3.9682874620E+01  2.3843010652E+01  3.8935046888E+01  5.0445514193E+02  3.7266640150E+02  4.6504893523E+02
  1.5000000000E+02  1.6000000000E+02       1.7660577981E+03  4.6364533537E+00  3.2246275066E+01  4.0176625420E+01  2.3989787809E+01  3.8600591085E+01  5.0845413875E+02  3.7493010754E+02  4.7129138584E+02
  1.5100000000E+02  1.6100000000E+02       1.7540044850E+03  4.6216055871E+00  3.2338977279E+01  4.0356762015E+01  2.4031757529E+01  3.8403806980E+01  5.1061879797E+02  3.7646951646E+02  4.7160596712E+02
  1.5200000000E+02  1.6200000000E+02       1.7483966492E+03  4.6072493993E+00  3.2345703326E+01  4.0287167623E+01  2.3985256761E+01  3.8570854791E+01  5.0875614885E+02  3.7319788097E+02  4.7230951391E+02
  1.5300000000E+02  1.6300000000E+02       1.7426427414E+03  4.6308685360E+00  3.2532856964E+01  4.0577779552E+01  2.4018668659E+01  3.8429960787E+01  5.1087343200E+02  3.7946765830E+02  4.7278290304E+02
  1.5400000000E+02  1.6400000000E+02       1.7301204971E+03  4.6458635573E+00  3.3040887013E+01  4.0803397971E+01  2.4005674670E+01  3.8337871834E+01  5.1812201934E+02  3.8219089123E+02  4.7944496061E+02
  1.5500000000E+02  1.6500000000E+02       1.7222960733E+03  4.6515917827E+00  3.3115401978E+01  4.0999762939E+01  2.4086298757E+01  3.8156725254E+01  5.2024814485E+02  3.8649017272E+02  4.8032275337E+02
  1.5600000000E+02  1.6600000000E+02       1.7116938513E+03  4.6644367378E+00  3.3198523394E+01  4.1173513194E+01  2.4115247537E+01  3.8052409141E+01  5.2304973743E+02  3.8429438777E+02  4.8412260872E+02
  1.5700000000E+02  1.6700000000E+02       1.7140746938E+03  4.6124745858E+00  3.3032605910E+01  4.3338698517E+01  2.5100909707E+01  3.6269744617E+01  5.2427202469E+02  3.9156213458E+02  4.8764008741E+02
  1.5800000000E+02  1.6800000000E+02       1.7132214506E+03  4.6083757457E+00  3.3404970149E+01  4.3509402926E+01  2.5108372697E+01  3.6322020892E+01  5.2871231370E+02  3.9226600510E+02  4.9200896302E+02
  1.5900000000E+02  1.6900000000E+02       1.7099389878E+03  4.6193931185E+00  3.3704719655E+01  4.3641431605E+01  2.5114042275E+01  3.6291901486E+01  5.3081177716E+02  3.9819832478E+02  4.9502681570E+02
  1.6000000000E+02  1.7000000000E+02       1.7778282393E+03  4.6125968249E+00  3.3600664517E+01  4.5434278362E+01  2.6154228001E+01  3.5243357348E+01  5.4362830954E+02  4.1015371188E+02  5.0936054512E+02
  1.6100000000E+02  1.7100000000E+02       1.7906312692E+03  1.8887620499E+00  1.4565908041E+01  3.8296472300E+01  3.1024341536E+02  1.6300342383E+01  3.2167703529E+02  1.9269087325E+02  3.2620409799E+02
  1.6200000000E+02  1.7200000000E+02       1.7894718317E+03  1.8861480768E+00  1.4566496587E+01  3.8396858960E+01  3.1070817774E+02  1.6307006143E+01  3.2366754769E+02  1.9409133957E+02  3.2728595360E+02
  1.6300000000E+02  1.7300000000E+02       1.7800127258E+03  1.9236633758E+00  1.4389911834E+01  3.8710574281E+01  3.0841086538E+02  1.6063342488E+01  3.2043289168E+02  2.0726624920E+02  3.2357442235E+02
  1.6400000000E+02  1.7400000000E+02       1.7717926097E+03  1.9194634787E+00  1.4395140881E+01  3.8763712250E+01  3.0849856826E+02  1.6075047556E+01  3.2167474127E+02  2.0761987068E+02  3.2461002845E+02
  1.6500000000E+02  1.7500000000E+02       1.7699033277E+03  1.9196683717E+00  1.4399201732E+01  3.8925664727E+01  3.0980447381E+02  1.6071059100E+01  3.2240618227E+02  2.0920864904E+02  3.2572575571E+02
  1.6600000000E+02  1.7600000000E+02       1.7698482541E+03  1.9257537170E+00  1.4506524957E+01  3.9144848352E+01  3.0986157334E+02  1.6061465949E+01  3.2238988112E+02  2.0922761417E+02  3.2571630232E+02
  1.6700000000E+02  1.7700000000E+02       1.7449596296E+03  1.9220863632E+00  1.4415741324E+01  3.9031248528E+01  3.1289211961E+02  1.6024678197E+01  3.2226117387E+02  2.0791626910E+02  3.2381774856E+02
  1.6800000000E+02  1.7800000000E+02       1.7371791082E+03  1.9148476958E+00  1.4518887135E+01  3.9346842271E+01  3.1229238091E+02  1.6037248100E+01  3.2426814529E+02  2.0478518066E+02  3.2720169300E+02
  1.6900000000E+02  1.7900000000E+02       1.7371348398E+03  1.9194362625E+00  1.4525747385E+01  3.9527113104E+01  3.1232329996E+02  1.6032054315E+01  3.2426949651E+02  2.0479936950E+02  3.2721547979E+02
  1.7000000000E+02  1.8000000000E+02       1.7292820004E+03  1.9189535689E+00  1.4546507410E+01  3.9496115433E+01  3.1307981114E+02  1.5944348464E+01  3.2204444692E+02  2.1286904313E+02  3.2598941060E+02
  1.7100000000E+02  1.8100000000E+02       1.7270295495E+03  1.9409911980E+00  1.4539691952E+01  3.9729586528E+01  3.1214414015E+02  1.5878420991E+01  3.2441537589E+02  2.1579461828E+02  3.2588829736E+02
  1.7200000000E+02  1.8200000000E+02       1.7146820252E+03  1.9605340702E+00  1.4522735032E+01  4.0066471333E+01  3.1049534398E+02  1.5734673899E+01  3.2202525990E+02  2.2449560528E+02  3.2316424078E+02
  1.7300000000E+02  1.8300000000E+02       1.7142311199E+03  5.1917462157E+00  3.9244111089E+01  4.8991920688E+01  2.5399014707E+01  3.5333001379E+01  6.1744129961E+02  4.7992775011E+02  5.4534316489E+02
  1.7400000000E+02  1.8400000000E+02       1.7351882410E+03  5.1936717292E+00  3.9693385396E+01  4.6233006722E+01  2.4167235410E+01  3.7976416443E+01  6.0497781296E+02  4.7318731340E+02  5.3360958595E+02
  1.7500000000E+02  1.8500000000E+02       1.7352784138E+03  5.2088672872E+00  3.9900200995E+01  4.6641466155E+01  2.4194318646E+01  3.7853409250E+01  6.1146405006E+02  4.7472647305E+02  5.4252690096E+02
  1.7600000000E+02  1.8600000000E+02       1.7330304295E+03  5.2121303871E+00  4.0282736562E+01  4.7050073390E+01  2.4263766882E+01  3.7727724464E+01  6.1471687316E+02  4.8256764557E+02  5.4462402842E+02
  1.7700000000E+02  1.8700000000E+02       1.7290894904E+03  5.2059282959E+00  4.0572979168E+01  4.8164447683E+01  2.4302311695E+01  3.7384914857E+01  6.2140680573E+02  4.8794412026E+02  5.4831376226E+02
  1.7800000000E+02  1.8800000000E+02       1.7242841487E+03  5.2283251084E+00  4.0979838115E+01  4.8291610081E+01  2.4340962127E+01  3.7301527011E+01  6.2432705950E+02  4.9410045476E+02  5.5166722978E+02
  1.7900000000E+02  1.8900000000E+02       1.7146154348E+03  5.2225630004E+00  4.1142262243E+01  4.8405287072E+01  2.4360996382E+01  3.7219484473E+01  6.2690598865E+02  4.9462143838E+02  5.5448463051E+02
  1.8000000000E+02  1.9000000000E+02       1.7096674734E+03  5.2343509405E+00  4.1229409406E+01  4.8900920102E+01  2.4430860390E+01  3.7066882922E+01  6.2974369670E+02  4.9655039425E+02  5.5977530249E+02
  1.8100000000E+02  1.9100000000E+02       1.7003835473E+03  5.2383541415E+00  4.1430939732E+01  4.9271361340E+01  2.4500338833E+01  3.6861179632E+01  6.3397755256E+02  4.9941018315E+02  5.5968176246E+02
  1.8200000000E+02  1.9200000000E+02       1.6911265371E+03  5.2248056884E+00  4.1347851598E+01  4.8954697137E+01  2.4274427473E+01  3.7059115527E+01  6.3108051153E+02  4.9268469433E+02  5.5937543240E+02
  1.8300000000E+02  1.9300000000E+02       1.6841236746E+03  5.2365162484E+00  4.1557837543E+01  4.9495872896E+01  2.4357776736E+01  3.6911875401E+01  6.3405409615E+02  4.9845596051E+02  5.5915221200E+02
  1.8400000000E+02  1.9400000000E+02       1.6788598817E+03  5.2130476792E+00  4.1687871173E+01  4.9067648845E+01  2.4288209567E+01  3.7214650086E+01  6.3538128591E+02  4.9330075618E+02  5.6158196521E+02
  1.8500000000E+02  1.9500000000E+02       1.6704940072E+03  5.2301704028E+00  4.2110784249E+01  5.0281083996E+01  2.4370604082E+01  3.6806669771E+01  6.4247445920E+02  4.9849601746E+02  5.6466987050E+02
  1.8600000000E+02  1.9600000000E+02       1.6639873106E+03  5.1536761582E+00  4.1536686600E+01  4.9837864684E+01  2.4206586925E+01  3.6969777442E+01  6.3650244179E+02  4.9074932480E+02  5.5779953169E+02
  1.8700000000E+02  1.9700000000E+02       1.6582233648E+03  5.1743810936E+00  4.1909426881E+01  5.0298933644E+01  2.4220760215E+01  3.6819594942E+01  6.3896045534E+02  5.0014583512E+02  5.6128878544E+02
  1.8800000000E+02  1.9800000000E+02       1.6502067415E+03  5.1128160050E+00  4.2060777187E+01  5.0909754297E+01  2.4247884364E+01  3.6636973819E+01  6.4334751313E+02  4.9774511661E+02  5.6425421902E+02
  1.8900000000E+02  1.9900000000E+02       1.6502015436E+03  5.1121322099E+00  4.2072880302E+01  5.0914235643E+01  2.4319879532E+01  3.6666913103E+01  6.4334745707E+02  4.9774990053E+02  5.6425368143E+02
  1.9000000000E+02  2.0000000000E+02       1.6352849350E+03  5.0815827122E+00  4.1909450768E+01  5.0814816044E+01  2.4430791481E+01  3.6637250740E+01  6.4068093172E+02  4.9712511988E+02  5.6636318063E+02
  1.9100000000E+02  2.0100000000E+02       1.6358136321E+03  5.0490439450E+00  4.1851854718E+01  5.0881094864E+01  2.4622428121E+01  3.6665259132E+01  6.4112772673E+02  5.0008678164E+02  5.6398838235E+02
  1.9200000000E+02  2.0200000000E+02       1.6317470594E+03  5.0815207827E+00  4.2074151513E+01  5.1205331028E+01  2.4663672712E+01  3.6547965433E+01  6.4421196451E+02  5.0498948348E+02  5.6669592190E+02
  1.9300000000E+02  2.0300000000E+02       1.6317320167E+03  5.1465554523E+00  4.2048512891E+01  5.1288495895E+01  2.4076420814E+01  3.6833977075E+01  6.4422085344E+02  5.0498905402E+02  5.6670438469E+02
  1.9400000000E+02  2.0400000000E+02       1.6204002147E+03  5.1298950715E+00  4.2134502734E+01  5.1644842637E+01  2.4206199215E+01  3.6630610328E+01  6.4892054017E+02  5.0500030759E+02  5.7367269324E+02
  1.9500000000E+02  2.0500000000E+02       1.6141508243E+03  5.1430387549E+00  4.2544295837E+01  5.2097645568E+01  2.4328370903E+01  3.6405018795E+01  6.5228386815E+02  5.0941526113E+02  5.7360507791E+02
  1.9600000000E+02  2.0600000000E+02       1.6140757880E+03  5.1454704619E+00  4.2855267715E+01  5.2034201047E+01  2.4174648425E+01  3.6300030968E+01  6.5227555707E+02  5.0941570355E+02  5.7361138154E+02
  1.9700000000E+02  2.0700000000E+02       1.6002763632E+03  5.1257179506E+00  4.3082457057E+01  5.1147516275E+01  2.3889470508E+01  3.6807039518E+01  6.5109901197E+02  5.0589387288E+02  5.7389326688E+02
  1.9800000000E+02  2.0800000000E+02       1.5958100308E+03  5.1224222945E+00  4.3292491848E+01  5.2422939590E+01  2.3906902686E+01  3.6459772858E+01  6.5420629205E+02  5.1552848473E+02  5.7387199475E+02
  1.9900000000E+02  2.0900000000E+02       1.5897810903E+03  5.1124487097E+00  4.3631600437E+01  5.2954966085E+01  2.4069726882E+01  3.6152806155E+01  6.6166521774E+02  5.2144833042E+02  5.7900112093E+02
  2.0000000000E+02  2.1000000000E+02       1.6245560496E+03  5.2138855631E+00  4.4868426291E+01  5.3475476978E+01  2.4468442380E+01  3.6494836138E+01  6.7681501631E+02  5.4021232054E+02  5.9427091165E+02
  2.0100000000E+02  2.1100000000E+02       1.6245438856E+03  5.2196364967E+00  4.4910892472E+01  5.2972241379E+01  2.4368554966E+01  3.6820680937E+01  6.7684116708E+02  5.4020427967E+02  5.9426721267E+02
  2.0200000000E+02  2.1200000000E+02       1.6310484927E+03  5.3578846546E+00  4.5955206472E+01  6.1955561034E+01  2.7611580429E+01  3.0692379807E+01  7.0566991488E+02  5.9165461355E+02  5.9227335878E+02
  2.0300000000E+02  2.1300000000E+02       1.6679081192E+03  5.3626169279E+00  4.6448759464E+01  5.2501877649E+01  2.4536141523E+01  3.6578100124E+01  6.6424446196E+02  5.5014434937E+02  5.8157595790E+02
  2.0400000000E+02  2.1400000000E+02       1.6641302001E+03  5.3779794711E+00  4.6802240173E+01  5.3177437602E+01  2.4591070157E+01  3.6372926655E+01  6.6750394032E+02  5.5584079844E+02  5.8681622872E+02
  2.0500000000E+02  2.1500000000E+02       1.6640798698E+03  5.3673733545E+00  4.6892142399E+01  5.2467018032E+01  2.4474880631E+01  3.6680369364E+01  6.6752814069E+02  5.5582978503E+02  5.8685850714E+02
  2.0600000000E+02  2.1600000000E+02       1.6599152624E+03  5.2932994743E+00  4.7289604222E+01  5.3330875883E+01  2.4603738159E+01  3.6108028120E+01  6.7456015864E+02  5.6370367722E+02  5.8454624341E+02
  2.0700000000E+02  2.1700000000E+02       1.6544787321E+03  5.3570169492E+00  4.7404103596E+01  5.5933025932E+01  2.4926570279E+01  3.5062905805E+01  6.8520709624E+02  5.7094682514E+02  5.9482834167E+02
  2.0800000000E+02  2.1800000000E+02       1.6501404369E+03  5.3789167928E+00  4.7820578337E+01  5.6875195506E+01  2.4993845845E+01  3.4806425151E+01  6.9085507996E+02  5.7877137992E+02  6.0096096011E+02
  2.0900000000E+02  2.1900000000E+02       1.6453086667E+03  5.3850176200E+00  4.7957139711E+01  5.6933886692E+01  2.4995124085E+01  3.4836094125E+01  6.9572253187E+02  5.8217501078E+02  6.0075784704E+02
  2.1000000000E+02  2.2000000000E+02       1.6404149495E+03  5.4482308444E+00  4.8221926955E+01  5.7229479514E+01  2.4988814911E+01  3.4708620784E+01  6.9862277792E+02  5.8386349143E+02  6.0712110653E+02
  2.1100000000E+02  2.2100000000E+02       1.6349159122E+03  5.4578725907E+00  4.8871814444E+01  5.8005138731E+01  2.5078629256E+01  3.4406165538E+01  7.0304521462E+02  5.9366602516E+02  6.1287682426E+02
  2.1200000000E+02  2.2200000000E+02       1.6300658082E+03  5.4443357944E+00  4.9220577721E+01  5.8378752361E+01  2.5080124449E+01  3.4252088365E+01  7.0547418283E+02  5.9859370969E+02  6.1334447760E+02
  2.1300000000E+02  2.2300000000E+02       1.6207238032E+03  5.4553719783E+00  5.0009101572E+01  5.9508837949E+01  2.5227833028E+01  3.3611598664E+01  7.1300531192E+02  6.0292899796E+02  6.1753532302E+02
  2.1400000000E+02  2.2400000000E+02       1.6210023082E+03  5.3497500782E+00  4.9073354408E+01  5.8036854219E+01  2.4935412331E+01  3.4496364366E+01  7.0173241273E+02  5.8780681394E+02  6.0896835788E+02
  2.1500000000E+02  2.2500000000E+02       1.6574759263E+03  5.1404702768E+00  4.6877000341E+01  6.1691591616E+01  2.6613242490E+01  3.0412452911E+01  7.0307728591E+02  5.7617631474E+02  6.1060043623E+02
  2.1600000000E+02  2.2600000000E+02       1.6544278870E+03  5.1632295007E+00  4.7270947534E+01  6.2141023646E+01  2.6675244369E+01  3.0296190713E+01  7.0488096052E+02  5.8535654496E+02  6.1375602005E+02
  2.1700000000E+02  2.2700000000E+02       1.6543615254E+03  5.1686123567E+00  4.7227842791E+01  6.1956324663E+01  2.6675030195E+01  3.0416383428E+01  7.0492050241E+02  5.8538507311E+02  6.1376111338E+02
  2.1800000000E+02  2.2800000000E+02       1.6458739512E+03  5.2226124448E+00  4.7356130838E+01  6.2282028140E+01  2.6636090597E+01  3.0368287879E+01  7.1002052955E+02  5.8861334309E+02  6.1469156244E+02
  2.1900000000E+02  2.2900000000E+02       1.6405027403E+03  5.2078724621E+00  4.7575752728E+01  6.2841211967E+01  2.6804725837E+01  3.0162279591E+01  7.1188889580E+02  5.9346261843E+02  6.2058082773E+02
  2.2000000000E+02  2.3000000000E+02       1.6404032223E+03  5.2198306210E+00  4.7800052029E+01  6.2312801682E+01  2.6674349478E+01  3.0393185123E+01  7.1194802210E+02  5.9344468259E+02  6.2057068978E+02
  2.2100000000E+02  2.3100000000E+02       1.6318940607E+03  5.2301394265E+00  4.7994655369E+01  6.2588697089E+01  2.6658988056E+01  3.0355806366E+01  7.1648585507E+02  5.9637003496E+02  6.2353883135E+02
  2.2200000000E+02  2.3200000000E+02       1.6318811116E+03  5.3219862799E+00  4.8627725246E+01  6.1856414996E+01  2.6097915765E+01  3.0800186139E+01  7.1644557256E+02  5.9631900237E+02  6.2363932033E+02
  2.2300000000E+02  2.3300000000E+02       1.6283012825E+03  5.3458905625E+00  4.8775212993E+01  6.1874286490E+01  2.6156603384E+01  3.0789512966E+01  7.1669766029E+02  5.9555812757E+02  6.2783846219E+02
  2.2400000000E+02  2.3400000000E+02       1.6235305297E+03  5.3498107274E+00  4.9003108345E+01  6.2477917363E+01  2.6379256716E+01  3.0570598170E+01  7.2285703873E+02  6.0043346716E+02  6.3091633955E+02
  2.2500000000E+02  2.3500000000E+02       1.6164439839E+03  5.2323419466E+00  4.9604082145E+01  6.2470179022E+01  2.6415984363E+01  3.0226313951E+01  7.1972585531E+02  6.1167979516E+02  6.3429251530E+02
  2.2600000000E+02  2.3600000000E+02       1.6122056344E+03  5.2337718092E+00  4.9876714449E+01  6.3116557224E+01  2.6558857745E+01  2.9989094832E+01  7.2528376699E+02  6.1406556650E+02  6.3816984390E+02
  2.2700000000E+02  2.3700000000E+02       1.6090550503E+03  5.2511242086E+00  5.0271709845E+01  6.3618677546E+01  2.6644348921E+01  2.9890366250E+01  7.2821059368E+02  6.2375257740E+02  6.4033086723E+02
  2.2800000000E+02  2.3800000000E+02       1.6034376318E+03  5.2752820082E+00  5.0245305892E+01  6.3621997051E+01  2.6651771567E+01  2.9723663877E+01  7.3076056249E+02  6.2534114530E+02  6.4457975745E+02
  2.2900000000E+02  2.3900000000E+02       1.6033227853E+03  5.2229990464E+00  5.0156762647E+01  6.4116897953E+01  2.6875812534E+01  2.9557264634E+01  7.3075693094E+02  6.2541851681E+02  6.4446895001E+02
  2.3000000000E+02  2.4000000000E+02       1.5946574375E+03  5.1985094879E+00  5.0673278859E+01  6.5672162825E+01  2.6967419144E+01  2.9249376028E+01  7.3341134203E+02  6.3185827082E+02  6.5138890315E+02
  2.3100000000E+02  2.4100000000E+02       1.5945615607E+03  5.2080778168E+00  5.0720918348E+01  6.6301081237E+01  2.6994836675E+01  2.9224606776E+01  7.3348024903E+02  6.3187918425E+02  6.5144956736E+02
  2.3200000000E+02  2.4200000000E+02       1.5853265009E+03  5.2172213165E+00  5.1179954560E+01  6.6907921199E+01  2.6987100954E+01  2.9134053511E+01  7.3927665035E+02  6.3796146385E+02  6.6280623483E+02
  2.3300000000E+02  2.4300000000E+02       1.5853260498E+03  5.2385066262E+00  5.1180470564E+01  6.6909427854E+01  2.6989211493E+01  2.9137356826E+01  7.3927692289E+02  6.3796209281E+02  6.6280623507E+02
  2.3400000000E+02  2.4400000000E+02       1.5753964303E+03  5.2818636386E+00  5.1711150737E+01  6.7298092825E+01  2.6866209270E+01  2.9075520086E+01  7.4409355235E+02  6.4644117187E+02  6.6719707473E+02
  2.3500000000E+02  2.4500000000E+02       1.5752995428E+03  5.2874343946E+00  5.1961650929E+01  6.7810839667E+01  2.6829709713E+01  2.9145240568E+01  7.4416248300E+02  6.4653746082E+02  6.6730026109E+02
  2.3600000000E+02  2.4600000000E+02       1.5983022246E+03  5.5130992961E+00  5.2522965135E+01  7.1613118750E+01  2.7556224032E+01  2.7282292608E+01  7.4402374769E+02  6.7556634345E+02  6.8773056303E+02
  2.3700000000E+02  2.4700000000E+02       1.5989891123E+03  5.5166999439E+00  5.2851849744E+01  7.2366638209E+01  2.7686099333E+01  2.7191063651E+01  7.5491090023E+02  6.8098344343E+02  6.9369753244E+02
  2.3800000000E+02  2.4800000000E+02       1.5989071741E+03  5.5369794636E+00  5.3038817601E+01  7.2817519627E+01  2.7644379850E+01  2.7248108079E+01  7.5493590315E+02  6.8106472390E+02  6.9372353183E+02
  2.3900000000E+02  2.4900000000E+02       1.5912132487E+03  5.5386494044E+00  5.3284125117E+01  7.3115618141E+01  2.7701254220E+01  2.7165493310E+01  7.5856650925E+02  6.9439423118E+02  6.9932634717E+02
  2.4000000000E+02  2.5000000000E+02       1.5974690598E+03  5.6764751388E+00  5.4569688715E+01  7.1653917411E+01  2.6121835510E+01  2.8418362556E+01  7.6239981293E+02  6.8457958128E+02  7.0812333195E+02
  2.4100000000E+02  2.5100000000E+02       1.5974574757E+03  5.6981397232E+00  5.4861578525E+01  7.1702547965E+01  2.6129417653E+01  2.8467830139E+01  7.6242140771E+02  6.8459404320E+02  7.0815313335E+02
  2.4200000000E+02  2.5200000000E+02       1.5923282607E+03  5.7204987402E+00  5.5359247329E+01  7.2359321246E+01  2.6130293680E+01  2.8393646169E+01  7.6784318995E+02  6.9141491067E+02  7.1602977105E+02
  2.4300000000E+02  2.5300000000E+02       1.5922610000E+03  5.7938571698E+00  5.5361375806E+01  7.2644022449E+01  2.6088337308E+01  2.8328423066E+01  7.6790643343E+02  6.9145458962E+02  7.1608740237E+02
  2.4400000000E+02  2.5400000000E+02       1.6451330696E+03  6.0502747602E+00  5.7248151143E+01  7.5846707907E+01  2.6078175172E+01  2.7985623450E+01  7.8686485430E+02  7.1463683307E+02  7.3823530453E+02
  2.4500000000E+02  2.5500000000E+02       1.6370781355E+03  6.0673522016E+00  5.7399922382E+01  7.6297118194E+01  2.6036485252E+01  2.7929338906E+01  7.9075471865E+02  7.1817866688E+02  7.4293386866E+02
  2.4600000000E+02  2.5600000000E+02       1.6370155870E+03  6.0816460743E+00  5.7792951151E+01  7.6599827343E+01  2.5961118571E+01  2.7967096690E+01  7.9088184640E+02  7.1820899994E+02  7.4292652868E+02
  2.4700000000E+02  2.5700000000E+02       1.6370149346E+03  6.0676818470E+00  5.7792918836E+01  7.6601245586E+01  2.5958961502E+01  2.7967733704E+01  7.9088241828E+02  7.1820968513E+02  7.4292664939E+02
